taxon_concept_id,rank,ancestors_taxon_concepts_ids,preferred_scientific_names,preferred_common_names,hierarchy_entry_id,resource_name,content_provider_name,identifier
"","","","","",5891,NMNH Botany Elevation Data (Summarized),,Rhizophora_mucronata_Lam.
5888,genus,162,"","",,,,
"","","","","",5892,,,""
5889,species,"162,5888",Rhododendron araiophyllum Balf. f. & W.W. Sm.,"",,,,
"","","","","",5893,NMNH Botany Elevation Data (Summarized),,Rhododendron_araiophyllum_Balf._f._&_W.W._Sm.
5890,subspecies,"162,5888",Rhododendron dichroanthum subsp. herpesticum (Balf. f. & Kingdon Ward) Cowan,"",,,,
"","","","","",5894,NMNH Botany Elevation Data (Summarized),,Rhododendron_dichroanthum_subsp._herpesticum_(Balf._f._&_Kingdon_Ward)_Cowan
5891,species,"162,5888",Rhododendron stewartianum Diels,"",,,,
"","","","","",5895,NMNH Botany Elevation Data (Summarized),,Rhododendron_stewartianum_Diels
5892,genus,162,"","",,,,
"","","","","",5896,,,""
5893,species,"162,5892",Rhodopis planisiliqua (L.) Urb.,"",,,,
"","","","","",5897,NMNH Botany Elevation Data (Summarized),,Rhodopis_planisiliqua_(L.)_Urb.
5894,genus,162,"","",,,,
"","","","","",5898,,,""
5895,species,"162,5894",Rhoicissus revoilii Planch.,"",,,,
"","","","","",5899,NMNH Botany Elevation Data (Summarized),,Rhoicissus_revoilii_Planch.
5896,species,"162,5894",Rhoicissus tridentata (L. f.) Wild & R.B. Drumm.,"",,,,
"","","","","",5900,NMNH Botany Elevation Data (Summarized),,Rhoicissus_tridentata_(L._f.)_Wild_&_R.B._Drumm.
5897,genus,162,"","",,,,
"","","","","",5901,,,""
5898,species,"162,5897",Rhoogeton viviparus Leeuwenb.,"",,,,
"","","","","",5902,NMNH Botany Elevation Data (Summarized),,Rhoogeton_viviparus_Leeuwenb.
5899,genus,162,"","",,,,
"","","","","",5903,,,""
5900,species,"162,5899",Rhopalephora scaberrima (Blume) Faden,"",,,,
"","","","","",5904,NMNH Botany Elevation Data (Summarized),,Rhopalephora_scaberrima_(Blume)_Faden
5901,genus,162,"","",,,,
"","","","","",5905,,,""
5902,species,"162,5901",Rhynchelytrum repens (Willd.) C.E. Hubb.,"",,,,
"","","","","",5906,NMNH Botany Elevation Data (Summarized),,Rhynchelytrum_repens_(Willd.)_C.E._Hubb.
5903,genus,162,"","",,,,
"","","","","",5907,,,""
5904,species,"162,5903",Rhynchoglossum azureum (Schltdl.) B.L. Burtt,"",,,,
"","","","","",5908,NMNH Botany Elevation Data (Summarized),,Rhynchoglossum_azureum_(Schltdl.)_B.L._Burtt
5905,species,"162,5903",Rhynchoglossum obliquum Blume,"",,,,
"","","","","",5909,NMNH Botany Elevation Data (Summarized),,Rhynchoglossum_obliquum_Blume
5906,genus,162,"","",,,,
"","","","","",5910,,,""
5907,variety,"162,5906",Rhynchosia minima var. minima (L.) DC.,"",,,,
"","","","","",5911,NMNH Botany Elevation Data (Summarized),,Rhynchosia_minima_var._minima_(L.)_DC.
5908,species,"162,5906",Rhynchosia phaseoloides (Sw.) DC.,"",,,,
"","","","","",5912,NMNH Botany Elevation Data (Summarized),,Rhynchosia_phaseoloides_(Sw.)_DC.
5909,species,"162,5906",Rhynchosia reticulata (Sw.) DC.,"",,,,
"","","","","",5913,NMNH Botany Elevation Data (Summarized),,Rhynchosia_reticulata_(Sw.)_DC.
5910,variety,"162,5906",Rhynchosia reticulata var. reticulata (Sw.) DC.,"",,,,
"","","","","",5914,NMNH Botany Elevation Data (Summarized),,Rhynchosia_reticulata_var._reticulata_(Sw.)_DC.
5911,genus,162,"","",,,,
"","","","","",5915,,,""
5912,species,"162,5911",Rhynchospora barbata (Vahl) Kunth,"",,,,
"","","","","",5916,NMNH Botany Elevation Data (Summarized),,Rhynchospora_barbata_(Vahl)_Kunth
5913,species,"162,5911",Rhynchospora berteroi (Spreng.) C.B. Clarke,"",,,,
"","","","","",5917,NMNH Botany Elevation Data (Summarized),,Rhynchospora_berteroi_(Spreng.)_C.B._Clarke
5914,species,"162,5911",Rhynchospora ciliata (G. Mey.) Kük.,"",,,,
"","","","","",5918,NMNH Botany Elevation Data (Summarized),,Rhynchospora_ciliata_(G._Mey.)_Kük.
5915,species,"162,5911",Rhynchospora colorata (L.) H. Pfeiff.,"",,,,
"","","","","",5919,NMNH Botany Elevation Data (Summarized),,Rhynchospora_colorata_(L.)_H._Pfeiff.
5916,species,"162,5911",Rhynchospora contracta (Nees) J. Raynal,"",,,,
"","","","","",5920,NMNH Botany Elevation Data (Summarized),,Rhynchospora_contracta_(Nees)_J._Raynal
5917,species,"162,5911",Rhynchospora corymbosa (L.) Britton,"",,,,
"","","","","",5921,NMNH Botany Elevation Data (Summarized),,Rhynchospora_corymbosa_(L.)_Britton
5918,species,"162,5911",Rhynchospora domingensis Urb.,"",,,,
"","","","","",5922,NMNH Botany Elevation Data (Summarized),,Rhynchospora_domingensis_Urb.
5919,species,"162,5911",Rhynchospora holoschoenoides (Rich.) Herter,"",,,,
"","","","","",5923,NMNH Botany Elevation Data (Summarized),,Rhynchospora_holoschoenoides_(Rich.)_Herter
5920,species,"162,5911",Rhynchospora jamaicensis Britton,"",,,,
"","","","","",5924,NMNH Botany Elevation Data (Summarized),,Rhynchospora_jamaicensis_Britton
5921,species,"162,5911",Rhynchospora lindeniana Griseb.,"",,,,
"","","","","",5925,NMNH Botany Elevation Data (Summarized),,Rhynchospora_lindeniana_Griseb.
5922,species,"162,5911",Rhynchospora longiflora C. Presl,"",,,,
"","","","","",5926,NMNH Botany Elevation Data (Summarized),,Rhynchospora_longiflora_C._Presl
5923,species,"162,5911",Rhynchospora marisculus Lindl. & Nees,"",,,,
"","","","","",5927,NMNH Botany Elevation Data (Summarized),,Rhynchospora_marisculus_Lindl._&_Nees
5924,subspecies,"162,5911",Rhynchospora nervosa subsp. ciliata (G. Mey.) T. Koyama,"",,,,
"","","","","",5928,NMNH Botany Elevation Data (Summarized),,Rhynchospora_nervosa_subsp._ciliata_(G._Mey.)_T._Koyama
5925,species,"162,5911",Rhynchospora polyphylla Vahl,"",,,,
"","","","","",5929,NMNH Botany Elevation Data (Summarized),,Rhynchospora_polyphylla_Vahl
5926,subspecies,"162,5911",Rhynchospora radicans subsp. microcephala (Bertero ex Spreng.) W. Thomas,"",,,,
"","","","","",5930,NMNH Botany Elevation Data (Summarized),,Rhynchospora_radicans_subsp._microcephala_(Bertero_ex_Spreng.)_W._Thomas
5927,species,"162,5911",Rhynchospora recognita (Gale) Kral,"",,,,
"","","","","",5931,NMNH Botany Elevation Data (Summarized),,Rhynchospora_recognita_(Gale)_Kral
5928,species,"162,5911",Rhynchospora rugosa (Vahl) Gale,"",,,,
"","","","","",5932,NMNH Botany Elevation Data (Summarized),,Rhynchospora_rugosa_(Vahl)_Gale
5929,species,"162,5911",Rhynchospora tenerrima Nees ex Spreng.,"",,,,
"","","","","",5933,NMNH Botany Elevation Data (Summarized),,Rhynchospora_tenerrima_Nees_ex_Spreng.
5930,species,"162,5911",Rhynchospora uniflora Boeckeler,"",,,,
"","","","","",5934,NMNH Botany Elevation Data (Summarized),,Rhynchospora_uniflora_Boeckeler
5931,genus,162,"","",,,,
"","","","","",5935,,,""
5932,species,"162,5931",Rhynchotechum discolor (Maxim.) B.L. Burtt,"",,,,
"","","","","",5936,NMNH Botany Elevation Data (Summarized),,Rhynchotechum_discolor_(Maxim.)_B.L._Burtt
5933,genus,162,"","",,,,
"","","","","",5937,,,""
5934,variety,"162,5933",Rhytidophyllum auriculatum var. angustatum Urb.,"",,,,
"","","","","",5938,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_auriculatum_var._angustatum_Urb.
5935,species,"162,5933",Rhytidophyllum berteroanum Mart.,"",,,,
"","","","","",5939,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_berteroanum_Mart.
5936,species,"162,5933",Rhytidophyllum exsertum Griseb.,"",,,,
"","","","","",5940,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_exsertum_Griseb.
5937,variety,"162,5933",Rhytidophyllum grandiflorum var. grandiflorum Z.R. Xu & L.E. Skog ex Zanoni & Jiménez Rodr.,"",,,,
"","","","","",5941,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_grandiflorum_var._grandiflorum_Z.R._Xu_&_L.E._Skog_ex_Zanoni_&_Jiménez_Rodr.
5938,variety,"162,5933",Rhytidophyllum grandiflorum var. nuecense Zanoni & Jiménez Rodr.,"",,,,
"","","","","",5942,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_grandiflorum_var._nuecense_Zanoni_&_Jiménez_Rodr.
5939,species,"162,5933",Rhytidophyllum grandiflorum Xu & L.E. Skog ex Zanoni & Jiménez Rodr.,"",,,,
"","","","","",5943,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_grandiflorum_Xu_&_L.E._Skog_ex_Zanoni_&_Jiménez_Rodr.
5940,species,"162,5933",Rhytidophyllum leucomallon Hanst.,"",,,,
"","","","","",5944,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_leucomallon_Hanst.
5941,species,"162,5933",Rhytidophyllum tomentosum (L.) Mart.,"",,,,
"","","","","",5945,NMNH Botany Elevation Data (Summarized),,Rhytidophyllum_tomentosum_(L.)_Mart.
5942,genus,162,"","",,,,
"","","","","",5946,,,""
5943,species,"162,5942",Ribes atropurpureum C.A. Mey.,"",,,,
"","","","","",5947,NMNH Botany Elevation Data (Summarized),,Ribes_atropurpureum_C.A._Mey.
5944,genus,162,"","",,,,
"","","","","",5948,,,""
5945,species,"162,5944",Richeria grandis Vahl,"",,,,
"","","","","",5949,NMNH Botany Elevation Data (Summarized),,Richeria_grandis_Vahl
5946,genus,162,"","",,,,
"","","","","",5950,,,""
5947,species,"162,5946",Ricinus communis L.,"",,,,
"","","","","",5951,NMNH Botany Elevation Data (Summarized),,Ricinus_communis_L.
5948,genus,162,"","",,,,
"","","","","",5952,,,""
5949,species,"162,5948",Rivina humilis L.,"",,,,
"","","","","",5953,NMNH Botany Elevation Data (Summarized),,Rivina_humilis_L.
5950,genus,162,"","",,,,
"","","","","",5954,,,""
5951,species,"162,5950",Rochefortia acanthophora (DC.) Griseb.,"",,,,
"","","","","",5955,NMNH Botany Elevation Data (Summarized),,Rochefortia_acanthophora_(DC.)_Griseb.
5952,genus,162,"","",,,,
"","","","","",5956,,,""
5953,species,"162,5952",Rodriguezia lanceolata Ruiz & Pav.,"",,,,
"","","","","",5957,NMNH Botany Elevation Data (Summarized),,Rodriguezia_lanceolata_Ruiz_&_Pav.
5954,genus,162,"","",,,,
"","","","","",5958,,,""
5955,species,"162,5954",Rolandra fruticosa (L.) Kuntze,"",,,,
"","","","","",5959,NMNH Botany Elevation Data (Summarized),,Rolandra_fruticosa_(L.)_Kuntze
5956,genus,162,"","",,,,
"","","","","",5960,,,""
5957,species,"162,5956",Rollinia mucosa (Jacq.) Baill.,"",,,,
"","","","","",5961,NMNH Botany Elevation Data (Summarized),,Rollinia_mucosa_(Jacq.)_Baill.
5958,genus,162,"","",,,,
"","","","","",5962,,,""
5959,species,"162,5958",Rondeletia fuertesii Urb.,"",,,,
"","","","","",5963,NMNH Botany Elevation Data (Summarized),,Rondeletia_fuertesii_Urb.
5960,species,"162,5958",Rondeletia inermis (Spreng.) Krug & Urb.,"",,,,
"","","","","",5964,NMNH Botany Elevation Data (Summarized),,Rondeletia_inermis_(Spreng.)_Krug_&_Urb.
5961,species,"162,5958",Rondeletia ochracea Urb.,"",,,,
"","","","","",5965,NMNH Botany Elevation Data (Summarized),,Rondeletia_ochracea_Urb.
5962,species,"162,5958",Rondeletia parviflora Poir.,"",,,,
"","","","","",5966,NMNH Botany Elevation Data (Summarized),,Rondeletia_parviflora_Poir.
5963,genus,162,"","",,,,
"","","","","",5967,,,""
5964,species,"162,5963",Rorippa sarmentosa (Sol. ex G. Forst.) J.F. Macbr.,"",,,,
"","","","","",5968,NMNH Botany Elevation Data (Summarized),,Rorippa_sarmentosa_(Sol._ex_G._Forst.)_J.F._Macbr.
5965,genus,162,"","",,,,
"","","","","",5969,,,""
5966,species,"162,5965",Rottboellia cochinchinensis (Lour.) Clayton,"",,,,
"","","","","",5970,NMNH Botany Elevation Data (Summarized),,Rottboellia_cochinchinensis_(Lour.)_Clayton
5967,species,"162,5965",Rottboellia exaltata L. f.,"",,,,
"","","","","",5971,NMNH Botany Elevation Data (Summarized),,Rottboellia_exaltata_L._f.
5968,genus,162,"","",,,,
"","","","","",5972,,,""
5969,species,"162,5968",Rourea surinamensis Miq.,"",,,,
"","","","","",5973,NMNH Botany Elevation Data (Summarized),,Rourea_surinamensis_Miq.
5970,genus,162,"","",,,,
"","","","","",5974,,,""
5971,species,"162,5970",Rousselia humilis (Sw.) Urb.,"",,,,
"","","","","",5975,NMNH Botany Elevation Data (Summarized),,Rousselia_humilis_(Sw.)_Urb.
5972,genus,162,"","",,,,
"","","","","",5976,,,""
5973,species,"162,5972",Roystonea altissima,"",,,,
"","","","","",5977,NMNH Botany Elevation Data (Summarized),,Roystonea_altissima
5974,genus,162,"","",,,,
"","","","","",5978,,,""
5975,species,"162,5974",Rubus adenotrichos Schltdl.,"",,,,
"","","","","",5979,NMNH Botany Elevation Data (Summarized),,Rubus_adenotrichos_Schltdl.
5976,species,"162,5974",Rubus argutus Link,"",,,,
"","","","","",5980,NMNH Botany Elevation Data (Summarized),,Rubus_argutus_Link
5977,species,"162,5974",Rubus domingensis Focke,"",,,,
"","","","","",5981,NMNH Botany Elevation Data (Summarized),,Rubus_domingensis_Focke
5978,species,"162,5974",Rubus guyanensis Focke,"",,,,
"","","","","",5982,NMNH Botany Elevation Data (Summarized),,Rubus_guyanensis_Focke
5979,species,"162,5974",Rubus hawaiensis A. Gray,"",,,,
"","","","","",5983,NMNH Botany Elevation Data (Summarized),,Rubus_hawaiensis_A._Gray
5980,species,"162,5974",Rubus jamaicensis L.,"",,,,
"","","","","",5984,NMNH Botany Elevation Data (Summarized),,Rubus_jamaicensis_L.
5981,species,"162,5974",Rubus niveus Thunb.,"",,,,
"","","","","",5985,NMNH Botany Elevation Data (Summarized),,Rubus_niveus_Thunb.
5982,species,"162,5974",Rubus rosifolius Sm.,"",,,,
"","","","","",5986,NMNH Botany Elevation Data (Summarized),,Rubus_rosifolius_Sm.
5983,genus,162,"","",,,,
"","","","","",5987,,,""
5984,species,"162,5983",Rudgea citrifolia (Sw.) K. Schum.,"",,,,
"","","","","",5988,NMNH Botany Elevation Data (Summarized),,Rudgea_citrifolia_(Sw.)_K._Schum.
5985,genus,162,"","",,,,
"","","","","",5989,,,""
5986,species,"162,5985",Ruellia coccinea (L.) Vahl,"",,,,
"","","","","",5990,NMNH Botany Elevation Data (Summarized),,Ruellia_coccinea_(L.)_Vahl
5987,species,"162,5985",Ruellia domingensis Spreng. ex Nees,"",,,,
"","","","","",5991,NMNH Botany Elevation Data (Summarized),,Ruellia_domingensis_Spreng._ex_Nees
5988,species,"162,5985",Ruellia tuberosa L.,"",,,,
"","","","","",5992,NMNH Botany Elevation Data (Summarized),,Ruellia_tuberosa_L.
5989,genus,162,"","",,,,
"","","","","",5993,,,""
5990,species,"162,5989",Rufodorsia intermedia Wiehler,"",,,,
"","","","","",5994,NMNH Botany Elevation Data (Summarized),,Rufodorsia_intermedia_Wiehler
5991,genus,162,"","",,,,
"","","","","",5995,,,""
5992,species,"162,5991",Ruilopezia emmanuelis Cuatrec.,"",,,,
"","","","","",5996,NMNH Botany Elevation Data (Summarized),,Ruilopezia_emmanuelis_Cuatrec.
5993,species,"162,5991",Ruilopezia lopez-palacii (Ruíz-Terán & López-Fig.) Cuatrec.,"",,,,
"","","","","",5997,NMNH Botany Elevation Data (Summarized),,Ruilopezia_lopez-palacii_(Ruíz-Terán_&_López-Fig.)_Cuatrec.
5994,species,"162,5991",Ruilopezia paltonioides (Standl.) Cuatrec.,"",,,,
"","","","","",5998,NMNH Botany Elevation Data (Summarized),,Ruilopezia_paltonioides_(Standl.)_Cuatrec.
5995,species,"162,5991",Ruilopezia vergarae Cuatrec. & López-Fig.,"",,,,
"","","","","",5999,NMNH Botany Elevation Data (Summarized),,Ruilopezia_vergarae_Cuatrec._&_López-Fig.
5996,species,"162,5991",Ruilopezia viridis (Aristeg.) Cuatrec.,"",,,,
"","","","","",6000,NMNH Botany Elevation Data (Summarized),,Ruilopezia_viridis_(Aristeg.)_Cuatrec.
5997,genus,162,"","",,,,
"","","","","",6001,,,""
5998,species,"162,5997",Rumex acetosella L.,"",,,,
"","","","","",6002,NMNH Botany Elevation Data (Summarized),,Rumex_acetosella_L.
5999,species,"162,5997",Rumex albescens Hillebr.,"",,,,
"","","","","",6003,NMNH Botany Elevation Data (Summarized),,Rumex_albescens_Hillebr.
6000,species,"162,5997",Rumex crispus L.,"",,,,
"","","","","",6004,NMNH Botany Elevation Data (Summarized),,Rumex_crispus_L.
6001,species,"162,5997",Rumex obtusifolius L.,"",,,,
"","","","","",6005,NMNH Botany Elevation Data (Summarized),,Rumex_obtusifolius_L.
6002,genus,162,"","",,,,
"","","","","",6006,,,""
6003,species,"162,6002",Ryania speciosa Vahl,"",,,,
"","","","","",6007,NMNH Botany Elevation Data (Summarized),,Ryania_speciosa_Vahl
6004,genus,162,"","",,,,
"","","","","",6008,,,""
6005,species,"162,6004",Sabal mauritiiformis (H. Karst.) Griseb. & H. Wendl.,"",,,,
"","","","","",6009,NMNH Botany Elevation Data (Summarized),,Sabal_mauritiiformis_(H._Karst.)_Griseb._&_H._Wendl.
6006,species,"162,6004",Sabal mexicana Mart.,"",,,,
"","","","","",6010,NMNH Botany Elevation Data (Summarized),,Sabal_mexicana_Mart.
6007,genus,162,"","",,,,
"","","","","",6011,,,""
6008,species,"162,6007",Saccharum officinarum L.,"",,,,
"","","","","",6012,NMNH Botany Elevation Data (Summarized),,Saccharum_officinarum_L.
6009,genus,162,"","",,,,
"","","","","",6013,,,""
6010,species,"162,6009",Sacciolepis indica (L.) Chase,"",,,,
"","","","","",6014,NMNH Botany Elevation Data (Summarized),,Sacciolepis_indica_(L.)_Chase
6011,genus,162,"","",,,,
"","","","","",6015,,,""
6012,species,"162,6011",Saccoloma domingense (Spreng.) C. Chr.,"",,,,
"","","","","",6016,NMNH Botany Elevation Data (Summarized),,Saccoloma_domingense_(Spreng.)_C._Chr.
6013,species,"162,6011",Saccoloma inaequale (Kunze) Mett.,"",,,,
"","","","","",6017,NMNH Botany Elevation Data (Summarized),,Saccoloma_inaequale_(Kunze)_Mett.
6014,genus,162,"","",,,,
"","","","","",6018,,,""
6015,species,"162,6014",Sadleria cyatheoides,"",,,,
"","","","","",6019,NMNH Botany Elevation Data (Summarized),,Sadleria_cyatheoides
6016,species,"162,6014",Sadleria pallida,"",,,,
"","","","","",6020,NMNH Botany Elevation Data (Summarized),,Sadleria_pallida
6017,species,"162,6014",Sadleria souleytiana (Gaudich.) T. Moore,"",,,,
"","","","","",6021,NMNH Botany Elevation Data (Summarized),,Sadleria_souleytiana_(Gaudich.)_T._Moore
6018,genus,162,"","",,,,
"","","","","",6022,,,""
6019,species,"162,6018",Sagittaria lancifolia L.,"",,,,
"","","","","",6023,NMNH Botany Elevation Data (Summarized),,Sagittaria_lancifolia_L.
6020,genus,162,"","",,,,
"","","","","",6024,,,""
6021,species,"162,6020",Sagraea capillaris (Sw.) DC.,"",,,,
"","","","","",6025,NMNH Botany Elevation Data (Summarized),,Sagraea_capillaris_(Sw.)_DC.
6022,species,"162,6020",Sagraea fuertesii (Cogn.) Alain,"",,,,
"","","","","",6026,NMNH Botany Elevation Data (Summarized),,Sagraea_fuertesii_(Cogn.)_Alain
6023,species,"162,6020",Sagraea oligantha (Urb.) Alain,"",,,,
"","","","","",6027,NMNH Botany Elevation Data (Summarized),,Sagraea_oligantha_(Urb.)_Alain
6024,species,"162,6020",Sagraea scalpta (Vent.) Naudin,"",,,,
"","","","","",6028,NMNH Botany Elevation Data (Summarized),,Sagraea_scalpta_(Vent.)_Naudin
6025,genus,162,"","",,,,
"","","","","",6029,,,""
6026,species,"162,6025",Salix arctica Pall.,"",,,,
"","","","","",6030,NMNH Botany Elevation Data (Summarized),,Salix_arctica_Pall.
6027,species,"162,6025",Salix exigua Nutt.,"",,,,
"","","","","",6031,NMNH Botany Elevation Data (Summarized),,Salix_exigua_Nutt.
6028,species,"162,6025",Salix myrtillacea Andersson,"",,,,
"","","","","",6032,NMNH Botany Elevation Data (Summarized),,Salix_myrtillacea_Andersson
6029,species,"162,6025",Salix oritrepha C.K. Schneid.,"",,,,
"","","","","",6033,NMNH Botany Elevation Data (Summarized),,Salix_oritrepha_C.K._Schneid.
6030,species,"162,6025",Salix taoensis Goerz,"",,,,
"","","","","",6034,NMNH Botany Elevation Data (Summarized),,Salix_taoensis_Goerz
6031,species,"162,6025",Salix wallichiana Andersson,"",,,,
"","","","","",6035,NMNH Botany Elevation Data (Summarized),,Salix_wallichiana_Andersson
6032,genus,162,"","",,,,
"","","","","",6036,,,""
6033,species,"162,6032",Salmea scandens (L.) DC.,"",,,,
"","","","","",6037,NMNH Botany Elevation Data (Summarized),,Salmea_scandens_(L.)_DC.
6034,genus,162,"","",,,,
"","","","","",6038,,,""
6035,species,"162,6034",Salvia coccinea Buc'hoz ex Etl.,"",,,,
"","","","","",6039,NMNH Botany Elevation Data (Summarized),,Salvia_coccinea_Buc'hoz_ex_Etl.
6036,species,"162,6034",Salvia micrantha Vahl,"",,,,
"","","","","",6040,NMNH Botany Elevation Data (Summarized),,Salvia_micrantha_Vahl
6037,species,"162,6034",Salvia occidentalis Sw.,"",,,,
"","","","","",6041,NMNH Botany Elevation Data (Summarized),,Salvia_occidentalis_Sw.
6038,species,"162,6034",Salvia selleana Urb.,"",,,,
"","","","","",6042,NMNH Botany Elevation Data (Summarized),,Salvia_selleana_Urb.
6039,species,"162,6034",Salvia thormannii Urb.,"",,,,
"","","","","",6043,NMNH Botany Elevation Data (Summarized),,Salvia_thormannii_Urb.
6040,genus,162,"","",,,,
"","","","","",6044,,,""
